AGYSUB,SEP,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,STEMOCC,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
TC00,SA,202006,D,17,11,D,11,0110,1,GS-11,G,0110,20,F,2,1,076832,05.6
TC00,SC,202004,E,21,15,C,11,0110,1,GS-15,N,0110,10,F,1,1,142701,04.9
TC00,SC,202008,D,21,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,133447,05.2
TC00,SA,202305,D,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,119482,08.6
TC00,SC,202207,C,17,11,C,11,0110,1,GS-11,H,0110,15,F,1,1,087439,03.2
TC00,SA,202204,G,21,13,B,11,0110,1,GS-13,K,0110,15,F,1,1,113944,02.7
TC00,SC,202111,B,13,09,A,11,0110,1,GS-09,F,0110,20,F,2,1,060129,00.6
TC00,SA,202306,C,17,11,B,11,0110,1,GS-11,G,0110,15,F,1,1,078592,02.6
TD01,SC,202204,I,18,14,E,11,0110,1,GS-14,O,0110,10,F,1,1,151479,12.6
TD01,SC,201910,D,13,14,E,25,0110,1,GS-14,L,0110,10,F,1,1,120115,13.5
TD01,SA,202101,D,17,13,D,25,0110,1,GS-13,J,0110,10,F,1,1,109441,07.5
TD01,SC,202005,C,17,11,A,25,0110,1,GS-11,G,0110,15,F,1,1,071274,00.7
TD01,SA,202108,F,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,114059,06.6
TD01,SC,202006,D,13,09,C,25,0110,1,GS-09,F,0110,10,P,2,1,062837,04.0
TD01,SA,202301,E,22,12,D,33,0110,1,GS-12,J,0110,10,F,1,1,108705,06.1
TD01,SC,202106,B,13,09,C,25,0110,1,GS-09,F,0110,20,P,2,1,061481,04.1
TD01,SC,202201,C,13,11,C,25,0110,1,GS-11,G,0110,10,F,1,1,074129,03.5
TD01,SC,202108,C,13,09,C,25,0110,1,GS-09,F,0110,10,F,1,1,063464,03.0
TD01,SC,202112,B,13,07,A,25,0110,1,GS-07,D,0110,15,F,1,1,048641,00.4
TD03,SD,201912,K,04,,G,11,0110,1,FV-I,M,0110,38,F,1,1,130758,21.7
TD03,SD,202206,K,17,,G,11,0110,1,FV-J,Q,0110,38,F,1,1,173922,21.3
TD03,SD,202101,K,09,,G,11,0110,1,FV-J,P,0110,38,F,1,1,168820,24.8
TD03,SD,202209,K,17,,G,11,0110,1,FV-J,Q,0110,38,F,1,1,173922,24.5
TD03,SA,202304,E,17,,E,11,0110,1,FV-J,N,0110,38,F,1,1,145906,14.8
TD03,SA,202211,H,17,,G,11,0110,1,FV-K,T,0110,38,F,1,1,203202,21.3
TD03,SA,202303,F,20,,E,11,0110,1,FV-K,T,0110,38,F,1,1,209392,13.6
TD03,SJ,202207,E,09,,B,11,0110,1,FV-I,L,0110,48,P,2,1,126296,01.9
TD04,SD,202007,K,21,14,E,11,0110,1,GS-14,O,0110,10,F,1,1,157709,10.8
TD04,SA,202201,G,21,14,D,11,0110,1,GS-14,N,0110,10,F,1,1,147034,06.5
TD05,SD,202112,K,17,14,G,11,0110,1,GS-14,O,0110,10,F,1,1,159286,20.4
TD05,SC,202304,F,17,15,E,51,0110,1,GS-15,R,0110,10,F,1,1,183500,13.6
TD05,SC,202012,E,17,13,D,11,0110,1,GS-13,J,0110,10,F,1,1,109508,08.3
TD05,SA,202208,E,18,14,D,11,0110,1,GS-14,N,0110,10,F,1,1,143064,07.3
TD10,SA,202212,E,21,14,D,51,0110,1,GS-14,M,0110,10,F,1,1,134649,06.4
TD12,SC,202102,E,21,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,110603,05.9
TD12,SC,202206,D,21,13,A,11,0110,1,GS-13,J,0110,15,F,1,1,106823,00.8
TD13,SD,202101,K,13,14,J,11,0110,1,GS-14,O,0110,10,F,1,1,157709,37.9
TD13,SD,202106,J,04,14,H,11,0110,1,GS-14,O,0110,10,F,1,1,159286,27.3
TD13,SC,202206,B,13,07,B,11,0110,1,GS-07,E,0110,35,F,1,1,052331,01.0
TD16,SC,202201,I,21,15,F,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,16.9
TD16,SA,202305,J,21,14,E,11,0110,1,GS-14,O,0110,10,F,1,1,150016,13.1
TD16,SA,202302,F,17,14,D,11,0110,1,GS-14,O,0110,10,F,1,1,158840,07.5
TD16,SA,202003,E,22,13,C,11,0110,1,GS-13,J,0110,10,F,1,1,106085,04.1
TD17,SD,202001,J,17,14,E,11,0110,1,GS-14,O,0110,10,F,1,1,157709,12.3
TD17,SA,202110,E,17,14,D,11,0110,1,GS-14,L,0110,10,F,1,1,122530,06.0
TN00,SA,202209,F,17,14,E,11,0110,1,GS-14,M,0110,10,F,1,1,138856,13.0
TR91,SL,202009,D,17,14,D,11,0110,1,GS-14,L,0110,10,F,1,1,129404,07.4
TR91,SC,202208,F,17,,E,11,0110,1,ES-**,R,0110,50,F,1,1,182850,14.8
TR91,SC,202208,G,17,15,G,25,0110,1,GS-15,Q,0110,10,F,1,1,171335,21.8
TR91,SC,202001,D,17,,D,11,0110,1,OR-51,I,0110,10,F,1,1,095628,09.5
TR91,SL,202002,H,17,15,G,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,24.4
TR91,SC,202210,G,15,15,F,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,15.1
TR91,SD,201912,K,17,15,H,11,0110,1,GS-15,P,0110,10,F,1,1,166500,29.3
TR91,SA,202009,I,21,15,G,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,24.3
TR91,SC,202111,K,21,15,J,11,0110,1,GS-15,Q,0110,20,I,2,1,172500,35.6
TR91,SD,202006,K,21,15,I,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,34.8
TR91,SD,201912,K,21,14,I,11,0110,1,GS-14,O,0110,10,F,1,1,152352,34.4
TR91,SC,202009,F,17,15,F,11,0110,1,GS-15,P,0110,10,F,1,1,161730,16.2
TR91,SD,201912,K,17,13,J,11,0110,1,GS-13,L,0110,10,F,1,1,128920,35.8
TR91,SD,202006,J,21,15,H,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,27.0
TR91,SA,202103,F,13,15,E,11,0110,1,GS-15,P,0110,10,F,1,1,168150,14.6
TR91,SD,202306,K,18,15,I,11,0110,1,GS-15,R,0110,10,F,1,1,183500,32.2
TR91,SL,202308,F,13,15,F,11,0110,1,GS-15,Q,0110,10,F,1,1,176458,19.2
TR91,SC,202007,G,17,15,G,IN,0110,1,GS-15,N,0110,10,F,1,1,142180,23.3
TR91,SC,202109,I,04,,H,11,0110,1,OR-70,V,0110,10,F,1,1,249068,25.2
TR91,SC,202008,F,04,15,E,BE,0110,1,GS-15,N,0110,10,F,1,1,142180,14.8
TR91,SL,202211,H,17,15,G,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,23.3
TR91,SL,201910,F,04,15,E,11,0110,1,GS-15,N,0110,10,F,1,1,142443,12.3
TR91,SA,202006,E,17,14,E,11,0110,1,GS-14,M,0110,10,F,1,1,137491,11.8
TR91,SL,202104,G,17,15,F,11,0110,1,GS-15,P,0110,10,F,1,1,168150,15.7
TR91,SD,202105,K,21,15,G,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,23.7
TR91,SD,202306,J,17,15,J,11,0110,1,GS-15,R,0110,10,F,1,1,183500,36.9
TR91,SD,202303,K,17,,J,11,0110,1,ES-**,T,0110,50,F,1,1,203286,35.3
TR91,SL,202203,H,17,,H,11,0110,1,ES-**,R,0110,50,F,1,1,188290,28.3
TR91,SD,202208,K,21,15,H,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,27.0
TR91,SL,202004,E,17,14,E,11,0110,1,GS-14,L,0110,10,F,1,1,129404,10.9
TR91,SD,202304,K,21,,H,11,0110,1,ES-**,T,0110,50,F,1,1,203700,25.4
TR91,SG,202101,H,21,,H,11,0110,1,EX-03,O,0110,46,F,2,1,158500,25.2
TR91,SL,202307,G,17,14,E,11,0110,1,GS-14,Q,0110,10,F,1,1,172075,14.4
TR91,SD,202101,J,22,,E,11,0110,1,SL-00,R,0110,10,F,1,1,181500,12.0
TR91,SC,202306,F,17,15,F,11,0110,1,GS-15,Q,0110,10,F,1,1,176458,18.6
TR91,SD,202004,I,21,,I,11,0110,1,ES-**,S,0110,50,F,1,1,192300,30.7
TR91,SL,202002,E,17,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,133447,09.5
TR91,SL,202208,E,04,15,E,11,0110,1,GS-15,P,0110,10,F,1,1,168282,14.0
TR91,SA,202304,E,04,14,E,11,0110,1,GS-14,M,0110,15,F,1,1,136780,14.7
TR91,SC,202208,G,15,,F,11,0110,1,ES-**,R,0110,50,F,1,1,182850,18.4
TR91,SC,202108,E,13,14,E,11,0110,1,GS-14,M,0110,10,F,1,1,138866,10.8
TR91,SA,202307,H,21,15,E,11,0110,1,GS-15,R,0110,10,F,1,1,183500,12.4
TR91,SA,202109,D,13,,E,36,0110,1,OR-53,P,0110,10,F,1,1,166022,10.0
TR91,SC,202304,E,17,15,E,11,0110,1,GS-15,R,0110,10,F,1,1,181648,12.4
TR91,SC,202112,D,04,14,D,11,0110,1,GS-14,M,0110,38,F,1,1,134782,09.4
TR91,SA,202008,E,04,,D,11,0110,1,OR-51,N,0110,10,F,1,1,146337,07.9
TR91,SC,202107,D,17,15,D,11,0110,1,GS-15,N,0110,10,F,1,1,144128,08.8
TR91,SA,202003,E,17,,D,11,0110,1,OR-60,R,0110,10,F,1,1,184896,07.3
TR91,SC,202004,E,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,112930,07.3
TR91,SL,202203,H,17,15,D,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,09.1
TR91,SC,202010,E,17,15,D,11,0110,1,GS-15,P,0110,10,F,1,1,161730,07.6
TR91,SL,202207,E,17,15,D,11,0110,1,GS-15,O,0110,10,F,1,1,158383,09.3
TR91,SC,202011,E,21,14,D,11,0110,1,GS-14,O,0110,10,F,1,1,157709,07.5
TR91,SL,202012,D,17,14,D,11,0110,1,GS-14,L,0110,10,F,1,1,129404,08.3
TR91,SC,202205,E,17,15,D,11,0110,1,GS-15,P,0110,10,F,1,1,163333,08.4
TR91,SC,202004,E,17,13,D,11,0110,1,GS-13,J,0110,10,F,1,1,109508,05.7
TR91,SL,202208,E,17,15,D,11,0110,1,GS-15,O,0110,10,F,1,1,153434,08.3
TR91,SA,202004,E,21,,D,11,0110,1,OR-60,R,0110,10,F,1,1,185688,05.4
TR91,SA,202008,D,17,14,B,11,0110,1,GS-14,L,0110,15,F,1,1,121316,02.9
TR91,SL,202103,E,17,14,D,11,0110,1,GS-14,L,0110,10,F,1,1,126614,06.3
TR91,SC,202101,F,21,,D,11,0110,1,ES-**,N,0110,55,F,1,1,148400,06.2
TR91,SL,202110,E,17,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,138866,06.9
TR91,SC,202306,D,13,13,B,11,0110,1,GS-13,M,0110,40,F,2,1,138150,01.9
TR91,SL,202309,E,17,14,D,11,0110,1,GS-14,O,0110,10,F,1,1,150016,07.7
TR91,SL,202309,C,13,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,136780,07.1
TR91,SC,202011,D,21,15,C,11,0110,1,GS-15,O,0110,10,F,1,1,152215,04.2
TR91,SA,202105,D,08,14,C,11,0110,1,GS-14,L,0110,10,F,1,1,122530,04.4
TR91,SL,202209,F,04,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,130441,05.4
TR91,SC,202205,H,21,,B,11,0110,1,ES-**,P,0110,55,F,1,1,165751,01.3
TR91,SC,202307,D,17,14,D,27,0110,1,GS-14,M,0110,10,F,1,1,134691,05.0
TR91,SA,202305,D,17,14,C,11,0110,1,GS-14,N,0110,10,F,1,1,141192,04.7
TR91,SC,202001,B,13,11,B,11,0110,1,GS-11,F,0110,40,F,2,1,069581,01.3
TR91,SA,202302,E,17,13,C,11,0110,1,GS-13,K,0110,10,F,1,1,119482,04.3
TR91,SA,202207,D,17,13,C,11,0110,1,GS-13,K,0110,10,F,1,1,110384,03.6
TR91,SL,202301,D,17,14,C,11,0110,1,GS-14,N,0110,10,F,1,1,145604,03.9
TR91,SC,202212,E,17,13,C,11,0110,1,GS-13,M,0110,10,F,1,1,138868,03.7
TR91,SA,202303,D,21,,C,11,0110,1,OR-60,T,0110,10,F,1,1,205526,03.8
TR91,SA,202210,D,21,,C,11,0110,1,OR-60,R,0110,10,F,1,1,185775,03.2
TR91,SC,202106,B,13,09,B,11,0110,1,GS-09,F,0110,40,F,2,1,060129,01.8
TR91,SC,202208,E,17,14,B,11,0110,1,GS-14,P,0110,15,F,1,1,164102,02.8
TR91,SC,202208,C,17,13,B,11,0110,1,GS-13,K,0110,15,F,1,1,110384,02.8
TR91,SC,202110,C,04,14,B,11,0110,1,GS-14,M,0110,15,F,1,1,134782,01.9
TR91,SC,202208,D,17,14,B,11,0110,1,GS-14,M,0110,15,F,1,1,130441,02.7
TR91,SC,202101,F,04,,A,11,0110,1,ES-**,O,0110,55,F,1,1,150000,00.9
TR91,SC,202208,D,04,13,B,11,0110,1,GS-13,K,0110,15,F,1,1,110384,02.3
TR91,SC,202112,D,04,13,B,11,0110,1,GS-13,J,0110,15,F,1,1,103690,01.4
TR91,SA,202208,D,21,,B,11,0110,1,OR-53,P,0110,15,F,1,1,163757,01.9
TR91,SC,202306,C,13,11,B,11,0110,1,GS-11,G,0110,40,F,2,1,078592,02.7
TR91,SL,202308,E,04,13,B,11,0110,1,GS-13,L,0110,15,F,1,1,123216,02.3
TR91,SA,202104,F,17,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,134798,00.3
TR91,SC,202210,H,21,,B,11,0110,1,ES-**,P,0110,55,F,1,1,165751,01.6
TR91,SC,202109,D,17,11,A,11,0110,1,GS-11,G,0110,15,F,1,1,072750,00.3
TR91,SJ,202207,C,13,09,B,11,0110,1,GS-09,F,0110,40,F,2,1,061947,01.0
TR91,SC,202308,C,13,,B,11,0110,1,OR-51,J,0110,40,F,2,1,104386,01.8
TR91,SC,202208,F,21,15,A,11,0110,1,GS-15,Q,0110,15,F,1,1,176300,00.6
TR91,SC,202306,E,21,,B,11,0110,1,OR-60,T,0110,15,F,1,1,207906,01.1
TR91,SC,202308,D,13,,B,42,0110,1,OR-53,O,0110,15,F,1,1,156083,01.1
TR91,SC,202306,D,13,13,A,11,0110,1,GS-13,N,0110,40,F,2,1,145617,00.7
TR91,SC,202010,E,17,,E,11,0110,1,OR-60,R,0110,10,F,1,1,184851,14.4
TR93,SC,202112,G,17,13,G,11,0110,1,GS-13,L,0110,10,F,1,1,120972,20.1
TR93,SD,202112,J,17,13,G,36,0110,1,GS-13,M,0110,10,F,1,1,138413,22.3
TR93,SD,201912,K,04,14,G,06,0110,1,GS-14,P,0110,10,F,1,1,161106,23.7
TR93,SD,201910,K,21,14,H,06,0110,1,GS-14,N,0110,10,F,1,1,146941,28.7
TR93,SD,202012,I,17,14,I,11,0110,1,GS-14,O,0110,10,F,1,1,157709,34.6
TR93,SD,202107,K,21,14,F,48,0110,1,GS-14,N,0110,10,F,1,1,140836,16.2
TR93,SD,202008,K,21,14,H,11,0110,1,GS-14,O,0110,10,F,1,1,157709,28.7
TR93,SD,201912,K,17,,H,06,0110,1,IR-FM,O,0110,10,F,1,1,154885,25.3
TR93,SD,201912,J,18,13,H,26,0110,1,GS-13,L,0110,10,F,1,1,126418,28.3
TR93,SD,202106,K,21,14,G,17,0110,1,GS-14,O,0110,10,F,1,1,156979,20.7
TR93,SD,202210,K,17,,I,11,0110,1,IR-SM,Q,0110,10,F,1,1,176300,33.3
TR93,SD,202209,I,17,15,I,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,30.0
TR93,SD,202206,I,17,15,I,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,30.2
TR93,SD,202204,I,21,14,F,06,0110,1,GS-14,P,0110,10,F,1,1,164389,15.6
TR93,SC,202207,F,17,13,F,48,0110,1,GS-13,K,0110,10,F,1,1,118996,16.0
TR93,SC,202112,E,17,14,F,12,0110,1,GS-14,M,0110,10,F,1,1,139180,16.3
TR93,SD,202307,J,17,,J,51,0110,1,IR-SM,R,0110,10,F,1,1,183500,36.2
TR93,SD,202112,J,17,14,I,54,0110,1,GS-14,O,0110,10,F,1,1,159286,30.6
TR93,SD,202001,J,17,13,J,36,0110,1,GS-13,M,0110,10,F,1,1,132649,42.7
TR93,SD,201910,J,17,14,H,26,0110,1,GS-14,N,0110,10,F,1,1,141733,28.2
TR93,SD,202107,J,17,13,E,48,0110,1,GS-13,M,0110,10,F,1,1,137732,13.8
TR93,SD,202012,J,17,,G,06,0110,1,IR-FM,Q,0110,10,F,1,1,170800,22.5
TR93,SC,202003,D,17,13,D,17,0110,1,GS-13,J,0110,15,F,1,1,104549,09.2
TR93,SD,202202,K,21,14,E,40,0110,1,GS-14,M,0110,10,F,1,1,130107,12.7
TR93,SA,202008,E,17,,E,11,0110,1,IR-FM,M,0110,10,F,1,1,133000,10.9
TR93,SC,202303,F,17,13,E,55,0110,1,GS-13,L,0110,10,F,1,1,124666,13.6
TR93,SA,202306,E,04,13,E,06,0110,1,GS-13,M,0110,10,F,1,1,138122,12.1
TR93,SD,202107,K,18,14,E,42,0110,1,GS-14,O,0110,10,F,1,1,153866,11.3
TR93,SD,202209,K,21,14,F,06,0110,1,GS-14,P,0110,10,F,1,1,168956,19.3
TR93,SC,202304,H,13,13,E,06,0110,1,GS-13,N,0110,10,F,1,1,146246,10.7
TR93,SD,202112,J,17,13,E,42,0110,1,GS-13,L,0110,10,F,1,1,120194,12.0
TR93,SA,202101,D,13,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,110603,08.1
TR93,SC,202201,E,04,12,C,11,0110,1,GS-12,I,0110,15,F,1,1,092829,04.9
TR93,SC,202301,D,04,11,D,48,0110,1,GS-11,G,0110,10,F,1,1,070827,07.3
TR93,SC,202110,D,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,110603,07.0
TR93,SA,202008,C,17,13,D,11,0110,1,GS-13,J,0110,10,F,1,1,106085,05.4
TR93,SA,202006,D,04,11,C,11,0110,1,GS-11,G,0110,15,F,1,1,072030,03.3
TR93,SC,202007,D,13,13,C,11,0110,1,GS-13,J,0110,10,F,1,1,109508,03.9
TR93,SC,202109,E,04,14,D,11,0110,1,GS-14,L,0110,10,F,1,1,122530,05.0
TR93,SC,202301,D,17,11,B,11,0110,1,GS-11,G,0110,15,F,1,1,078592,01.8
TR93,SD,202201,K,17,14,H,06,0110,1,GS-14,P,0110,10,F,1,1,162423,27.3
TR93,SC,202002,F,04,13,A,11,0110,1,GS-13,J,0110,15,F,1,1,102663,00.9
TR93,SC,202206,D,04,12,B,11,0110,1,GS-12,I,0110,15,F,1,1,092829,02.6
TR93,SA,202304,H,04,14,C,25,0110,1,GS-14,M,0110,10,F,1,1,135293,03.4
TR93,SC,202104,D,04,13,B,25,0110,1,GS-13,J,0110,15,F,1,1,106021,01.4
TR93,SA,202306,J,04,13,A,11,0110,1,GS-13,K,0110,15,F,1,1,112015,00.8
TR93,SJ,202108,C,17,07,B,13,0110,1,GS-07,D,0110,35,F,1,1,046023,01.3
TR93,SC,202108,G,04,13,B,42,0110,1,GS-13,J,0110,15,F,1,1,103500,01.1
TR93,SC,202106,E,04,13,A,06,0110,1,GS-13,M,0110,15,F,1,1,136791,00.8
TR93,SC,202212,B,17,09,A,49,0110,1,GS-09,E,0110,35,F,1,1,054727,00.1
TR93,SA,202107,E,04,13,A,11,0110,1,GS-13,J,0110,15,F,1,1,103690,00.8
TR93,SA,202307,D,13,07,A,11,0110,1,GS-07,E,0110,20,F,2,1,053105,00.2
TRAJ,SD,202011,K,21,,F,11,0110,1,NB-06,T,0110,10,P,2,1,216416,17.3
TRAJ,SD,202008,K,21,,H,11,0110,1,NB-07,W,0110,10,F,1,1,270300,29.9
TRAJ,SD,202006,J,21,,G,11,0110,1,NB-09,Z,0110,10,F,1,1,,21.1
TRAJ,SA,202007,G,21,,E,11,0110,1,NB-06,S,0110,10,F,1,1,198839,13.3
TRAJ,SD,202008,J,17,,H,06,0110,1,NB-06,V,0110,10,F,1,1,244026,28.8
TRAJ,SD,202007,J,17,,I,11,0110,1,NB-07,W,0110,10,F,1,1,270300,32.6
TRAJ,SL,202108,F,17,,E,11,0110,1,NB-07,W,0110,10,F,1,1,267901,13.9
TRAJ,SA,202010,G,17,,F,11,0110,1,NB-04,I,0110,10,F,1,1,091680,15.0
TRAJ,SC,202210,J,13,,E,11,0110,1,NB-06,U,0110,10,F,1,1,223363,12.3
TRAJ,SC,201912,E,21,,C,11,0110,1,NB-06,Q,0110,10,I,2,1,171640,04.2
TRAJ,SC,202303,E,17,,D,11,0110,1,NB-06,U,0110,10,F,1,1,236277,07.7
TRAJ,SA,202212,E,13,,D,11,0110,1,NB-06,R,0110,10,F,1,1,189626,05.4
TRAJ,SA,202109,D,21,,C,11,0110,1,NB-05,P,0110,10,F,1,1,167609,03.0
TRAJ,SC,202103,J,04,,A,11,0110,1,NB-09,Z,0110,15,F,1,1,,00.6
TRAJ,SA,202208,D,21,,B,11,0110,1,NB-05,Q,0110,15,F,1,1,170847,01.2
TRFD,SA,201910,D,04,14,E,11,0110,1,GS-14,M,0110,10,F,1,1,136725,11.0
TW00,SD,202306,J,17,,G,11,0110,1,ES-**,T,0110,50,F,1,1,212100,23.6
TW00,SA,202208,E,17,14,E,11,0110,1,GS-14,N,0110,10,F,1,1,147272,12.8
TW00,SC,202208,D,17,14,A,11,0110,1,GS-14,O,0110,15,F,1,1,151479,00.3
VAAA,SC,202012,C,17,13,A,11,0110,1,GS-13,J,0110,15,F,1,1,102663,00.9
VATA,SD,202001,K,21,15,E,44,0110,1,GS-15,P,0110,10,F,1,1,166500,10.9
