AGYSUB,SEP,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,STEMOCC,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
DLLS,SC,202209,G,04,06,B,20,0119,3,GS-06,D,XXXX,15,P,2,1,040262,01.8
DLLS,SC,202012,I,13,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,037954,00.0
DLLS,SC,202109,G,04,05,A,13,0119,3,GS-05,C,XXXX,15,P,2,1,037154,00.8
DLLS,SC,202305,C,04,06,B,06,0119,3,GS-06,E,XXXX,15,P,2,1,050276,02.4
DLLS,SC,202209,I,04,05,B,06,0119,3,GS-05,D,XXXX,15,P,2,1,042914,01.8
DLLS,SC,202212,B,13,09,B,18,0110,1,GS-09,E,0110,15,F,1,1,055226,01.3
DLLS,SC,202204,D,04,05,B,13,0119,3,GS-05,C,XXXX,15,P,2,1,039388,01.3
DLLS,SC,202106,C,13,05,A,39,0119,3,GS-05,C,XXXX,15,P,2,1,036746,00.4
DLLS,SC,202207,C,13,09,B,06,0110,1,GS-09,F,0110,15,F,1,1,062926,01.4
DLLS,SC,202112,B,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.9
DLLS,SC,202105,F,17,05,A,37,0119,3,GS-05,C,XXXX,15,P,2,1,035718,00.3
DLLS,SC,202304,C,17,12,B,11,0110,1,GS-12,I,0110,15,F,1,1,094199,02.2
DLLS,SC,202103,K,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,040271,00.0
DLLS,SC,202112,C,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.8
DLLS,SC,202303,F,10,05,B,12,0119,3,GS-05,D,XXXX,15,P,2,1,042847,02.0
DLLS,SC,202103,D,04,05,A,41,0119,3,GS-05,D,XXXX,15,P,2,1,042653,00.0
DLLS,SA,202208,B,17,11,B,11,0110,1,GS-11,G,0110,15,F,1,1,074950,01.4
DLLS,SA,202201,E,04,05,A,48,0119,3,GS-05,C,XXXX,15,P,2,1,035514,00.7
DLLS,SC,202205,C,13,09,B,48,0110,1,GS-09,F,0110,15,F,1,1,063091,01.1
DLLS,SC,202107,G,13,05,A,55,0119,3,GS-05,C,XXXX,15,P,2,1,036789,00.1
DLLS,SC,202205,K,04,05,A,41,0119,3,GS-05,C,XXXX,15,P,2,1,038649,00.9
DLLS,SC,202111,B,13,07,A,41,0110,1,GS-07,D,0110,15,F,1,1,046618,00.4
DLLS,SC,202106,H,04,05,A,53,0119,3,GS-05,C,XXXX,15,P,2,1,038632,00.0
DLLS,SC,202209,C,17,09,B,42,0110,1,GS-09,E,0110,15,F,1,1,059790,01.2
DLLS,SC,202202,B,13,07,A,42,0110,1,GS-07,D,0110,15,F,1,1,048880,00.7
DLLS,SC,202112,D,17,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,040749,00.3
DLLS,SC,202308,E,17,09,B,41,0110,1,GS-09,F,0110,15,F,1,1,065360,02.0
DLLS,SC,202109,D,13,07,A,29,0110,1,GS-07,D,0110,15,F,1,1,044323,00.1
DLLS,SA,202304,C,17,11,B,17,0110,1,GS-11,G,0110,15,F,1,1,076990,01.6
DLLS,SC,202305,H,04,06,B,06,0119,3,GS-06,E,XXXX,15,P,2,1,051995,01.7
DLLS,SC,202211,C,17,11,B,13,0110,1,GS-11,F,0110,15,F,1,1,069878,01.2
DLLS,SC,202109,J,04,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,040749,00.0
DLLS,SC,202203,F,13,07,A,06,0110,1,GS-07,E,0110,15,F,1,1,051444,00.5
DLLS,SC,202208,H,04,05,A,17,0119,3,GS-05,D,XXXX,15,P,2,1,040153,00.8
DLLS,SC,202202,F,04,05,A,17,0119,3,GS-05,D,XXXX,15,P,2,1,040153,00.4
DLLS,SC,202307,E,04,06,B,21,0119,3,GS-06,D,XXXX,15,P,2,1,042022,01.8
DLLS,SC,202303,J,13,05,B,42,0119,3,GS-05,D,XXXX,15,P,2,1,042745,01.4
DLLS,SA,202205,D,17,09,A,06,0110,1,GS-09,F,0110,35,F,1,1,067226,00.6
DLLS,SA,202304,C,04,05,B,31,0119,3,GS-05,D,XXXX,15,P,2,1,043098,01.5
DLLS,SC,202209,C,13,09,A,13,0110,1,GS-09,E,0110,35,F,1,1,057755,00.8
DLLS,SC,202111,G,04,05,A,48,0119,3,GS-05,D,XXXX,15,P,2,1,040548,00.1
DLLS,SC,202201,I,04,05,A,24,0119,3,GS-05,D,XXXX,15,P,2,1,040883,00.1
DLLS,SC,202303,H,04,05,B,24,0119,3,GS-05,D,XXXX,15,P,2,1,044299,01.3
DLLS,SA,202301,F,17,07,A,42,0110,1,GS-07,F,0110,35,F,1,1,063196,00.4
DLLS,SC,202112,I,04,05,A,37,0119,3,GS-05,C,XXXX,15,P,2,1,035718,00.0
DLLS,SC,202208,K,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,041530,00.2
DLLS,SC,202201,K,04,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,039460,00.1
DLLS,SC,202306,E,17,05,B,42,0119,3,GS-05,D,XXXX,15,P,2,1,042745,01.5
DLLS,SC,202201,H,04,05,A,37,0119,3,GS-05,C,XXXX,15,P,2,1,036118,00.0
DLLS,SC,202209,I,04,05,A,04,0119,3,GS-05,C,XXXX,15,P,2,1,037561,00.6
DLLS,SC,202204,K,17,05,A,37,0119,3,GS-05,C,XXXX,15,P,2,1,036118,00.1
DLLS,SC,202203,K,04,05,A,12,0119,3,GS-05,C,XXXX,15,P,2,1,036118,00.0
DLLS,SC,202204,C,04,05,A,36,0119,3,GS-05,D,XXXX,15,P,2,1,041981,00.1
DLLS,SC,202206,E,13,07,D,48,0110,1,GS-07,D,0110,15,F,1,1,045199,08.2
DLLS,SC,202208,C,17,09,A,06,0110,1,GS-09,F,0110,15,F,1,1,062926,00.3
DLLS,SC,202306,D,13,12,B,51,0110,1,GS-12,I,0110,15,F,1,1,094199,01.1
DLLS,SC,202305,K,04,05,A,37,0119,3,GS-05,C,XXXX,15,P,2,1,037696,00.9
DLLS,SC,202308,B,13,09,B,42,0110,1,GS-09,E,0110,15,F,1,1,059015,01.1
DLLS,SC,202207,H,04,05,A,53,0119,3,GS-05,C,XXXX,15,P,2,1,039873,00.0
DLLS,SK,202304,I,13,07,A,36,0110,1,GS-07,D,0110,35,F,1,1,048640,00.7
DLLS,SC,202211,B,13,07,A,11,0110,1,GS-07,E,0110,35,F,1,1,050643,00.3
DLLS,SC,202302,E,04,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,041514,00.8
DLLS,SC,202208,H,04,05,A,05,0119,3,GS-05,C,XXXX,15,P,2,1,036118,00.0
DLLS,SC,202306,F,04,05,A,04,0119,3,GS-05,C,XXXX,15,P,2,1,037696,00.8
DLLS,SC,202209,C,13,07,A,06,0110,1,GS-07,E,0110,15,F,1,1,054959,00.1
DLLS,SC,202212,D,17,09,A,06,0110,1,GS-09,F,0110,15,F,1,1,062926,00.3
DLLS,SC,202304,F,04,05,A,42,0119,3,GS-05,C,XXXX,15,P,2,1,038948,00.6
DLLS,SC,202307,B,04,05,A,34,0119,3,GS-05,D,XXXX,15,P,2,1,044057,00.9
DLLS,SC,202306,B,13,07,A,06,0110,1,GS-07,E,0110,35,F,1,1,057778,00.8
DLLS,SC,202210,F,04,05,A,34,0119,3,GS-05,D,XXXX,15,P,2,1,041981,00.1
DLLS,SC,202304,B,13,07,A,48,0110,1,GS-07,E,0110,35,F,1,1,050652,00.6
DLLS,SJ,202309,B,13,07,A,36,0110,1,GS-07,E,0110,35,F,1,1,054576,00.9
DLLS,SC,202309,B,13,07,A,13,0110,1,GS-07,D,0110,35,F,1,1,049309,00.9
DLLS,SC,202211,B,17,09,A,06,0110,1,GS-09,F,0110,35,F,1,1,067226,00.0
DLLS,SC,202304,C,13,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,046643,00.2
DLLS,SA,202302,H,04,05,B,47,0119,3,GS-05,D,XXXX,15,P,2,1,047752,02.0
DLLS,SC,202307,H,04,05,A,34,0119,3,GS-05,D,XXXX,15,P,2,1,044057,00.4
DLLS,SC,202306,C,13,07,A,29,0110,1,GS-07,D,0110,15,F,1,1,047369,00.3
DLLS,SC,202309,I,17,05,A,06,0119,3,GS-05,D,XXXX,15,P,2,1,043646,00.0
DLLS,SD,202208,K,04,12,J,11,0110,1,GS-12,K,0110,10,F,1,1,116788,48.0
DLLS,SC,202210,J,13,06,C,34,0119,3,GS-06,D,XXXX,10,P,2,1,049917,03.7
DLLS,SD,202102,J,17,05,E,02,0119,3,GS-05,E,XXXX,15,P,2,1,051272,10.1
DLLS,SA,202210,J,21,07,F,48,0119,3,GS-07,F,XXXX,10,P,2,1,067047,19.6
DLMS,SD,202105,K,14,15,I,51,0110,1,GS-15,Q,0110,10,F,1,1,172500,32.7
DLMS,SA,202111,H,21,14,E,51,0110,1,GS-14,M,0110,10,F,1,1,134782,10.0
DLMS,SC,202207,K,04,12,B,51,0110,1,GS-12,I,0110,15,F,1,1,092829,01.8
DLMS,SA,202304,C,04,11,A,51,0110,1,GS-11,G,0110,15,F,1,1,078592,00.3
DLMS,SC,202208,F,17,14,D,51,0110,1,GS-14,L,0110,10,F,1,1,126233,08.0
DLOF,SC,202105,G,21,14,E,17,0110,1,GS-14,N,0110,10,F,1,1,140879,11.4
DLOF,SC,202208,F,17,14,D,36,0110,1,GS-14,O,0110,10,F,1,1,155545,06.3
DLPE,SD,202212,K,17,15,J,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,47.2
DLPE,SD,202101,J,17,,H,11,0110,1,SL-00,Q,0110,44,F,2,1,170800,26.5
DLPW,SC,202201,F,13,13,E,11,0110,1,GS-13,L,0110,10,F,1,1,124626,14.8
DLPW,SA,202106,G,21,13,D,11,0110,1,GS-13,L,0110,10,F,1,1,127885,07.1
DLPW,SA,202012,F,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,116353,07.5
DLPW,SA,202206,H,21,14,D,11,0110,1,GS-14,N,0110,10,F,1,1,143064,07.9
DLPW,SA,202005,F,17,12,C,11,0110,1,GS-12,H,0110,10,F,1,1,089213,03.6
DLPW,SA,202212,F,17,13,C,11,0110,1,GS-13,L,0110,10,F,1,1,128187,03.3
DLSH,SD,202212,K,17,15,G,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,24.5
DLSH,SD,202102,K,19,15,H,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,29.8
DLSH,SA,202208,F,17,14,E,48,0110,1,GS-14,L,0110,10,F,1,1,124639,10.4
DLSH,SA,202001,C,13,13,C,11,0110,1,GS-13,J,0110,10,F,1,1,102663,04.3
DN00,SD,202104,K,17,14,J,11,0110,1,GS-14,O,0110,10,F,1,1,159286,42.1
DN00,SC,202109,I,17,15,D,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,05.2
DN00,SD,202007,I,17,13,I,11,0110,1,GS-13,M,0110,10,F,1,1,133465,32.4
DN00,SC,202101,F,17,15,E,11,0110,1,GS-15,N,0110,10,F,1,1,147458,11.8
DN00,SK,202202,K,13,14,H,11,0110,1,GS-14,P,0110,10,F,1,1,164102,29.2
DN00,SC,202103,G,17,14,G,11,0110,1,GS-14,O,0110,10,F,1,1,155202,20.3
DN00,SD,202203,K,17,14,G,11,0110,1,GS-14,Z,0110,10,F,1,1,,20.1
DN00,SD,202208,J,17,13,J,11,0110,1,GS-13,M,0110,10,F,1,1,138868,36.6
DN00,SD,202112,K,17,14,I,11,0110,1,GS-14,O,0110,10,F,1,1,159286,34.1
DN00,SC,202101,H,21,15,G,42,0110,1,GS-15,Q,0110,10,F,1,1,171456,22.0
DN00,SD,202003,J,17,13,J,53,0110,1,GS-13,K,0110,10,F,1,1,118603,39.5
DN00,SC,202108,G,17,14,E,11,0110,1,GS-14,N,0110,10,F,1,1,147034,12.6
DN00,SC,202205,E,21,13,B,11,0110,1,GS-13,K,0110,15,F,1,1,113944,02.8
DN00,SK,202012,J,17,14,E,42,0110,1,GS-14,M,0110,10,F,1,1,133216,11.1
DN00,SD,202212,K,13,15,E,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,12.6
DN00,SC,202309,F,17,14,E,11,0110,1,GS-14,N,0110,10,F,1,1,145604,12.6
DN00,SC,202101,E,17,14,E,11,0110,1,GS-14,M,0110,10,F,1,1,138866,10.4
DN00,SC,202309,F,17,13,D,41,0110,1,GS-13,K,0110,15,F,1,1,116231,05.8
DN00,SC,202208,F,13,13,D,51,0110,1,GS-13,L,0110,10,F,1,1,124626,06.8
DN00,SC,202005,E,21,15,D,11,0110,1,GS-15,O,0110,10,F,1,1,156973,05.9
DN00,SC,202207,D,17,13,D,47,0110,1,GS-13,J,0110,10,F,1,1,103810,08.0
DN00,SA,202209,G,17,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,130441,07.3
DN00,SD,202206,K,21,13,D,41,0110,1,GS-13,L,0110,10,F,1,1,127911,06.3
DN00,SA,202212,D,04,13,C,51,0110,1,GS-13,K,0110,15,F,1,1,110384,03.5
DN00,SC,202007,C,12,12,C,41,0110,1,GS-12,H,0110,10,F,1,1,081875,04.1
DN00,SC,202009,C,17,12,C,53,0110,1,GS-12,H,0110,10,F,1,1,089649,04.1
DN00,SC,202102,D,17,13,C,11,0110,1,GS-13,J,0110,10,F,1,1,107146,04.3
DN00,SA,202002,C,13,12,C,11,0110,1,GS-12,H,0110,10,F,1,1,089213,03.1
DN00,SC,202305,D,17,12,C,41,0110,1,GS-12,I,0110,10,F,1,1,097746,04.1
DN00,SC,202201,E,13,13,B,41,0110,1,GS-13,J,0110,15,F,1,1,108167,02.4
DN00,SC,202101,C,04,13,B,11,0110,1,GS-13,J,0110,15,F,1,1,103690,01.4
DN00,SA,202107,F,21,13,B,11,0110,1,GS-13,J,0110,15,F,1,1,107146,01.9
DN00,SC,202205,J,21,,B,11,0110,1,EJ-05,Q,0110,48,F,2,1,177713,01.0
DN00,SC,202110,C,17,11,A,11,0110,1,GS-11,G,0110,15,F,1,1,072750,00.2
DN00,SC,202111,E,04,13,A,35,0110,1,GS-13,I,0110,15,F,1,1,092723,00.2
DN00,SA,202302,D,21,12,B,11,0110,1,GS-12,I,0110,15,F,1,1,094199,01.3
DN00,SC,202205,C,17,11,A,06,0110,1,GS-11,H,0110,15,F,1,1,084515,00.3
DN00,SC,202308,E,17,13,B,41,0110,1,GS-13,K,0110,15,F,1,1,116231,01.5
DNFE,SA,202104,F,17,11,A,11,0110,1,GS-11,I,0110,15,F,1,1,094581,00.1
DNFE,SA,202201,H,21,15,F,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,18.3
DNFE,SD,202212,K,21,15,G,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,20.8
DNFE,SD,202007,K,18,15,J,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,42.8
DNFE,SD,202203,K,13,14,J,11,0110,1,GS-14,P,0110,10,F,1,1,164102,41.5
DNFE,SD,201912,K,17,14,H,11,0110,1,GS-14,O,0110,10,F,1,1,152352,25.7
DNFE,SA,202212,I,21,15,E,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,12.3
DNFE,SA,202307,E,17,13,E,11,0110,1,GS-13,L,0110,10,F,1,1,126949,12.8
DNFE,SC,202205,D,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,117505,07.2
DNFE,SC,202106,C,17,14,D,11,0110,1,GS-14,L,0110,15,F,1,1,122530,05.7
DNFE,SC,202202,D,17,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,130441,06.0
DNFE,SC,202204,C,14,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,110384,05.9
DNFE,SC,202001,D,14,13,C,11,0110,1,GS-13,J,0110,15,F,1,1,106085,03.0
DNFE,SA,202002,F,21,12,C,11,0110,1,GS-12,I,0110,10,F,1,1,094970,03.3
DNFE,SA,202305,G,17,13,C,11,0110,1,GS-13,L,0110,10,F,1,1,123216,04.0
DNFE,SC,202202,C,17,13,C,11,0110,1,GS-13,K,0110,10,F,1,1,110384,04.3
DNFE,SC,202306,C,17,13,C,11,0110,1,GS-13,K,0110,15,F,1,1,112015,03.0
DNFE,SA,202107,E,17,13,C,11,0110,1,GS-13,J,0110,10,F,1,1,103690,03.7
DNFE,SC,202208,D,17,13,C,11,0110,1,GS-13,K,0110,10,F,1,1,117505,04.6
DNFE,SC,202210,C,13,13,C,11,0110,1,GS-13,K,0110,10,F,1,1,113944,04.1
DNFE,SC,202204,B,13,09,B,11,0110,1,GS-09,F,0110,15,F,1,1,061947,01.6
DNFE,SC,202102,D,21,13,B,11,0110,1,GS-13,K,0110,15,F,1,1,114059,01.5
DNFE,SC,202209,J,21,13,B,11,0110,1,GS-13,K,0110,15,F,1,1,113944,02.2
DNFE,SC,202207,C,13,11,A,11,0110,1,GS-11,H,0110,15,F,1,1,084941,00.6
DNFE,SC,202209,D,17,11,A,11,0110,1,GS-11,G,0110,15,F,1,1,074950,00.8
EB00,SD,202001,J,17,15,J,11,0110,1,GS-15,P,0110,10,F,1,1,166500,35.0
EB00,SC,202002,C,13,12,B,11,0110,1,GS-12,H,0110,15,F,1,1,089213,02.3
EB00,SC,202105,G,17,13,C,11,0110,1,GS-13,K,0110,10,F,1,1,110603,03.4
EB00,SA,202201,C,17,13,C,11,0110,1,GS-13,K,0110,10,F,1,1,110603,03.2
EB00,SC,202105,K,17,12,A,11,0110,1,GS-12,H,0110,15,F,1,1,087198,00.8
EDER,SD,202011,J,21,13,I,11,0110,1,GS-13,M,0110,10,F,1,1,133465,33.6
EE00,SD,202203,J,21,14,E,06,0110,1,GS-14,P,0110,10,F,1,1,164389,11.6
EE00,SC,202110,D,21,14,C,11,0110,1,GS-14,L,0110,15,F,1,1,122530,03.3
EE00,SA,202209,D,21,14,C,11,0110,1,GS-14,L,0110,10,F,1,1,126233,03.3
EE00,SA,202305,D,21,13,A,11,0110,1,GS-13,K,0110,15,F,1,1,112015,00.8
EP00,SD,202302,K,13,14,J,11,0110,1,GS-14,Q,0110,10,P,2,1,172075,44.3
EP00,SJ,202011,K,21,,D,51,0110,1,EF-00,K,0110,48,I,2,1,110256,08.9
EP00,SC,202001,C,17,13,C,51,0110,1,GS-13,J,0110,10,F,1,1,106085,04.4
EP00,SJ,202106,I,21,,D,42,0110,1,EF-00,K,0110,48,I,2,1,110256,05.9
EP00,SD,202207,K,21,14,I,11,0110,1,GS-14,P,0110,10,F,1,1,164102,30.1
EP00,SJ,202010,J,21,,B,19,0110,1,ED-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,202104,H,21,,D,25,0110,1,EF-00,K,0110,48,I,2,1,110256,05.9
EP00,SJ,202102,J,21,,E,36,0110,1,ED-00,Z,0110,48,I,2,1,,11.9
EP00,SJ,202302,I,21,,B,11,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,202011,H,21,,D,24,0110,1,EF-00,K,0110,48,I,2,1,110256,08.9
EP00,SJ,202302,K,,,B,24,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SF,202004,J,21,13,F,11,0110,1,GS-13,M,0110,10,F,1,1,130043,17.6
EP00,SJ,202002,I,21,,E,17,0110,1,EF-00,K,0110,48,I,2,1,110256,11.9
EP00,SJ,202112,K,21,,E,18,0110,1,EF-00,K,0110,48,I,2,1,110256,14.9
EP00,SD,202112,K,21,15,J,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,36.7
EP00,SJ,202107,I,21,,D,11,0110,1,EF-00,K,0110,48,I,2,1,110256,05.9
EP00,SJ,202006,H,21,,F,42,0110,1,EF-00,K,0110,48,I,2,1,110256,15.9
EP00,SJ,202107,K,18,,D,08,0110,1,EF-00,K,0110,48,I,2,1,110256,05.9
EP00,SD,202212,K,22,14,E,44,0110,1,GS-14,N,0110,10,P,2,1,141498,10.9
EP00,SJ,202305,K,21,,D,18,0110,1,ED-00,K,0110,48,I,2,1,110256,05.1
EP00,SC,202207,G,21,14,E,11,0110,1,GS-14,N,0110,10,P,2,1,143064,12.8
EP00,SJ,202003,J,21,,D,51,0110,1,ED-00,K,0110,48,I,2,1,110256,08.9
EP00,SC,202001,C,13,12,C,11,0110,1,GS-12,H,0110,10,F,1,1,086335,03.0
EP00,SC,202103,G,21,13,D,11,0110,1,GS-13,L,0110,10,F,1,1,124428,09.5
EP00,SJ,202011,K,21,,D,37,0110,1,EF-00,K,0110,48,I,2,1,110256,08.9
EP00,SD,202001,K,21,13,E,11,0110,1,GS-13,K,0110,10,F,1,1,119775,12.1
EP00,SA,202206,E,13,13,D,11,0110,1,GS-13,L,0110,10,F,1,1,121065,09.3
EP00,SJ,202003,J,21,,D,42,0110,1,EH-00,K,0110,48,I,2,1,110256,05.9
EP00,SJ,202004,I,21,,D,44,0110,1,EH-00,K,0110,48,I,2,1,110256,05.9
EP00,SJ,202007,H,21,,D,26,0110,1,EH-00,L,0110,48,I,2,1,123759,05.9
EP00,SA,202302,E,17,13,D,11,0110,1,GS-13,L,0110,10,F,1,1,126949,08.4
EP00,SA,202104,D,17,12,D,37,0110,1,GS-12,I,0110,10,F,1,1,091260,06.2
EP00,SJ,202107,H,21,,D,23,0110,1,EF-00,K,0110,48,I,2,1,110256,05.9
EP00,SJ,202106,K,21,,D,24,0110,1,EF-00,K,0110,48,I,2,1,110256,05.9
EP00,SA,202209,I,21,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,117505,06.0
EP00,SC,202210,D,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,113944,05.8
EP00,SJ,202302,K,21,,B,24,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,202202,K,21,,C,22,0110,1,EF-00,K,0110,48,I,2,1,110256,04.3
EP00,SJ,202105,K,21,,B,11,0110,1,ED-00,Z,0110,48,I,2,1,,02.9
EP00,SA,202107,C,17,09,A,51,0110,1,GS-09,F,0110,35,F,1,1,060129,00.8
EP00,SA,202201,D,21,13,B,11,0110,1,GS-13,J,0110,15,F,1,1,106823,02.3
EP00,SJ,202207,J,21,,B,11,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,202302,E,21,,B,51,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,202302,F,21,,B,11,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,202302,F,17,,B,18,0110,1,ED-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,202302,I,21,,B,42,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,202302,K,21,,B,17,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,202303,H,21,,B,13,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,202304,H,21,,B,13,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SJ,201911,H,21,,B,08,0110,1,EF-00,K,0110,48,I,2,1,110256,02.9
EP00,SC,202303,E,21,11,A,11,0110,1,GS-11,G,0110,15,F,1,1,078592,00.4
EP00,SA,202201,F,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,113944,07.4
FC00,SD,202012,K,21,15,I,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,33.2
FC00,SD,202212,K,21,15,I,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,34.4
FC00,SE,201912,H,21,14,G,11,0110,1,GS-14,N,0110,10,F,1,1,144538,20.9
FC00,SD,202107,K,21,15,I,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,34.8
FC00,SE,201912,I,18,15,H,11,0110,1,GS-15,P,0110,10,F,1,1,166500,26.5
FC00,SD,202209,K,17,15,J,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,50.0
FC00,SD,202212,K,21,15,J,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,43.4
FC00,SD,202212,K,21,15,J,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,40.8
FC00,SD,202012,K,21,,J,11,0110,1,SL-00,Q,0110,10,F,1,1,176688,40.8
FC00,SD,202212,K,21,15,I,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,34.4
FC00,SK,202104,K,17,15,J,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,42.4
FC00,SA,202101,H,04,15,D,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,09.4
FC00,SA,202004,F,14,15,D,11,0110,1,GS-15,N,0110,10,F,1,1,147458,05.7
FC00,SC,202111,C,17,07,B,11,0119,3,GS-07,E,XXXX,15,F,1,1,054074,01.2
FC00,SC,202306,C,17,11,B,11,0110,1,GS-11,G,0110,15,F,1,1,078592,02.7
FC00,SC,202205,C,17,09,B,11,0110,1,GS-09,F,0110,15,F,1,1,061947,01.7
FD00,SD,202208,J,14,15,J,11,0110,1,CG-15,V,0110,10,F,1,1,243500,38.2
FD00,SD,202001,J,21,15,I,11,0110,1,CG-15,V,0110,10,F,1,1,243500,33.1
FD00,SK,202011,I,17,,J,11,0110,1,CX-00,W,0110,10,F,1,1,273400,35.6
FD00,SD,202008,J,21,14,I,11,0110,1,CG-14,T,0110,10,F,1,1,213261,32.1
FD00,SC,202109,H,17,14,E,29,0110,1,CG-14,M,0110,10,F,1,1,138489,11.1
FD00,SA,202001,E,21,14,D,11,0110,1,CG-14,S,0110,10,F,1,1,192104,07.3
FD00,SC,202308,E,21,14,E,11,0110,1,CG-14,T,0110,10,F,1,1,208501,10.1
FD00,SA,202008,F,13,15,D,11,0110,1,CG-15,U,0110,10,F,1,1,222384,06.9
FD00,SC,202112,C,17,12,D,36,0110,1,CG-12,J,0110,10,F,1,1,101808,05.8
FD00,SC,202012,H,17,14,D,25,0110,1,CG-14,Q,0110,10,F,1,1,171908,06.4
FD00,SC,201910,C,17,09,B,11,0110,1,CG-09,F,0110,40,F,2,1,064300,02.6
FD00,SC,202007,C,17,09,C,11,0110,1,CG-09,F,0110,40,F,2,1,066150,03.3
FD00,SA,202108,C,13,09,C,11,0110,1,CG-09,F,0110,40,F,2,1,067407,03.3
FD00,SA,202008,C,13,09,C,11,0110,1,CG-09,F,0110,40,F,2,1,067027,03.1
FD00,SC,202107,C,13,07,B,11,0110,1,CG-07,E,0110,40,F,2,1,053904,01.6
FD00,SJ,202101,B,11,09,B,11,0110,1,CG-09,F,0110,40,F,2,1,066501,02.0
FD00,SA,202201,C,13,09,B,11,0110,1,CG-09,G,0110,40,F,2,1,075479,02.9
FD00,SA,202109,C,13,07,A,11,0110,1,CG-07,E,0110,40,F,2,1,053904,00.8
FD00,SA,202007,D,17,11,B,11,0110,1,CG-11,H,0110,15,F,1,1,082046,02.2
FD00,SC,202112,C,13,09,C,13,0110,1,CG-09,F,0110,40,F,2,1,060902,03.4
FD00,SC,202108,C,13,09,C,06,0110,1,CG-09,G,0110,40,F,2,1,076947,03.1
FD00,SA,202206,D,17,14,C,11,0110,1,CG-14,S,0110,10,F,1,1,197250,03.8
FD00,SJ,202304,D,13,09,C,11,0110,1,CG-09,G,0110,40,F,2,1,072688,04.4
FD00,SC,202201,B,13,09,B,17,0110,1,CG-09,F,0110,40,F,2,1,064133,02.4
FD00,SC,202107,B,13,09,B,11,0110,1,CG-09,F,0110,40,F,2,1,066501,01.8
FD00,SC,202210,B,13,09,B,11,0110,1,CG-09,F,0110,40,F,2,1,067743,01.5
FD00,SC,202112,B,13,09,B,11,0110,1,CG-09,F,0110,40,F,2,1,065656,01.3
FD00,SC,202209,C,13,09,B,11,0110,1,CG-09,F,0110,40,F,2,1,067743,01.9
FD00,SC,202211,B,13,09,B,11,0110,1,CG-09,F,0110,40,F,2,1,067743,02.1
